resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,rank
21653,877,10,206,24,21,14,14,14,0,55,56.473,6415140,18
21654,877,815,15,15,11,15,15,15,0,55,56.768,6415435,7
21655,877,808,207,21,20,16,16,16,0,55,64.595,6423262,19
21656,877,37,164,22,22,17,17,17,0,55,71.778,6430445,20
21657,877,819,206,25,19,0,0,18,0,41,0,0,21
21658,877,154,208,10,9,0,0,19,0,37,0,0,17
21659,877,17,9,2,2,0,0,20,0,37,0,0,14
21660,877,1,1,4,1,0,0,21,0,19,0,0,16
21661,877,39,164,23,23,0,0,22,0,7,0,0,23
21662,877,3,131,8,7,0,0,23,0,7,0,0,22
21663,877,807,10,12,10,0,0,24,0,0,0,0,0
21664,878,1,1,4,2,1,1,1,25,56,35:55.3,5755269,5
21665,878,20,9,1,1,2,2,2,18,56,0.675,5755944,1
21666,878,4,6,5,7,3,3,3,15,56,39.229,5794498,4
21667,878,13,6,6,11,4,4,4,12,56,46.013,5801282,2
21668,878,18,1,3,12,5,5,5,10,56,56.432,5811701,6
21669,878,8,208,9,4,6,6,6,8,56,64.425,5819694,3
21670,878,154,208,10,8,7,7,7,6,56,70.313,5825582,10
21671,878,807,10,12,6,8,8,8,4,56,73.792,5829061,16
21672,878,813,3,18,9,9,9,9,2,56,74.525,5829794,12
21673,878,811,3,19,10,10,10,10,1,56,75.133,5830402,13
21674,878,815,15,15,15,11,11,11,0,56,84.341,5839610,11
21675,878,817,5,16,18,12,12,12,0,56,84.871,5840140,14
21676,878,3,131,8,17,13,13,13,0,56,85.51,5840779,8
21677,878,155,15,14,16,14,14,14,0,55,0,0,7
21678,878,814,10,11,13,15,15,15,0,55,0,0,9
21679,878,30,131,7,5,16,16,16,0,55,0,0,15
21680,878,808,207,21,21,17,17,17,0,55,0,0,18
21681,878,5,207,20,22,18,18,18,0,55,0,0,19
21682,878,10,206,24,19,19,19,19,0,55,0,0,20
21683,878,819,206,25,20,20,20,20,0,54,0,0,17
21684,878,37,164,22,23,21,21,21,0,54,0,0,23
21685,878,39,164,23,24,22,22,22,0,54,0,0,22
21686,878,17,9,2,3,0,0,23,0,16,0,0,21
21687,878,818,5,17,14,0,0,24,0,14,0,0,24
21688,879,18,1,3,2,1,1,1,25,71,45:22.7,6322656,2
21689,879,4,6,5,7,2,2,2,18,71,2.754,6325410,4
21690,879,13,6,6,5,3,3,3,15,71,3.615,6326271,5
21691,879,17,9,2,3,4,4,4,12,71,4.936,6327592,6
21692,879,807,10,12,6,5,5,5,10,71,5.708,6328364,3
21693,879,20,9,1,4,6,6,6,8,71,9.453,6332109,9
21694,879,30,131,7,13,7,7,7,6,71,11.907,6334563,15
21695,879,818,5,17,17,8,8,8,4,71,28.653,6351309,8
21696,879,155,15,14,14,9,9,9,2,71,31.25,6353906,7
21697,879,8,208,9,8,10,10,10,1,70,0,0,13
21698,879,808,207,21,19,11,11,11,0,70,0,0,18
21699,879,819,206,25,22,12,12,12,0,70,0,0,17
21700,879,817,5,16,15,13,13,13,0,70,0,0,11
21701,879,5,207,20,20,14,14,14,0,70,0,0,10
21702,879,3,131,8,9,15,15,15,0,70,0,0,16
21703,879,10,206,24,21,16,16,16,0,70,0,0,14
21704,879,37,164,22,24,17,17,17,0,69,0,0,19
21705,879,39,164,23,23,18,18,18,0,69,0,0,20
21706,879,814,10,11,10,19,19,19,0,68,0,0,12
21707,879,1,1,4,1,0,0,20,0,54,0,0,1
21708,879,154,208,10,18,0,0,21,0,5,0,0,21
21709,879,813,3,18,16,0,0,22,0,1,0,0,0
21710,879,811,3,19,11,0,0,23,0,0,0,0,0
21711,879,815,15,15,12,0,0,24,0,0,0,0,0
21712,880,8,208,7,7,1,1,1,25,58,30:03.2,5403225,1
21713,880,4,6,3,5,2,2,2,18,58,12.451,5415676,3
21714,880,20,9,1,1,3,3,3,15,58,22.346,5425571,10
21715,880,13,6,4,4,4,4,4,12,58,33.577,5436802,8
21716,880,1,131,10,3,5,5,5,10,58,45.561,5448786,5
21717,880,17,9,2,2,6,6,6,8,58,46.8,5450025,4
21718,880,16,10,15,12,7,7,7,6,58,+1:05.068,5468293,13
21719,880,814,10,14,9,8,8,8,4,58,+1:08.449,5471674,15
21720,880,18,1,5,10,9,9,9,2,58,+1:21.630,5484855,7
21721,880,154,208,8,8,10,10,10,1,58,+1:22.759,5485984,9
21722,880,815,1,6,15,11,11,11,0,58,+1:23.367,5486592,6
21723,880,818,5,18,13,12,12,12,0,58,+1:23.857,5487082,2
21724,880,821,15,12,18,13,13,13,0,57,0,0,16
21725,880,822,3,17,16,14,14,14,0,57,0,0,12
21726,880,824,206,22,19,15,15,15,0,57,0,0,11
21727,880,819,207,20,22,16,16,16,0,56,0,0,19
21728,880,820,206,23,20,17,17,17,0,56,0,0,17
21729,880,823,207,21,21,18,18,18,0,56,0,0,20
21730,880,817,5,19,14,0,0,19,0,39,0,0,14
21731,880,3,131,9,6,0,0,20,0,26,0,0,18
21732,880,813,3,16,17,0,0,21,0,24,0,0,21
21733,880,807,15,11,11,0,0,22,0,0,0,0,0
21734,881,20,9,1,1,1,1,1,25,56,38:56.7,5936681,3
21735,881,17,9,2,5,2,2,2,18,56,4.298,5940979,6
21736,881,1,131,10,4,3,3,3,15,56,12.181,5948862,10
21737,881,3,131,9,6,4,4,4,12,56,12.64,5949321,8
21738,881,13,6,4,2,5,5,5,10,56,25.648,5962329,2
21739,881,154,208,8,11,6,6,6,8,56,35.564,5972245,11
21740,881,8,208,7,10,7,7,7,6,56,48.479,5985160,13
21741,881,807,15,11,12,8,8,8,4,56,53.044,5989725,7
21742,881,815,1,6,9,9,9,9,2,56,+1:12.357,6009038,1
21743,881,818,5,18,17,10,10,10,1,56,+1:27.124,6023805,4
21744,881,822,3,17,18,11,11,11,0,56,+1:28.610,6025291,12
21745,881,821,15,12,14,12,12,12,0,55,0,0,9
21746,881,824,206,22,19,13,13,13,0,55,0,0,14
21747,881,819,207,20,20,14,14,14,0,55,0,0,17
21748,881,823,207,21,22,15,15,15,0,55,0,0,20
21749,881,820,206,23,21,16,16,16,0,54,0,0,19
21750,881,18,1,5,7,17,17,17,0,53,0,0,5
21751,881,817,5,19,13,18,18,18,0,51,0,0,15
21752,881,813,3,16,16,0,0,19,0,45,0,0,21
21753,881,16,10,15,8,0,0,20,0,27,0,0,16
21754,881,814,10,14,15,0,0,21,0,22,0,0,18
21755,881,4,6,3,3,0,0,22,0,1,0,0,0
21756,882,4,6,3,3,1,1,1,25,56,36:26.9,5786945,4
21757,882,8,208,7,2,2,2,2,18,56,10.168,5797113,5
21758,882,1,131,10,1,3,3,3,15,56,12.322,5799267,6
21759,882,20,9,1,9,4,4,4,12,56,12.525,5799470,1
21760,882,18,1,5,8,5,5,5,10,56,35.285,5822230,2
21761,882,13,6,4,5,6,6,6,8,56,40.827,5827772,10
21762,882,817,5,19,7,7,7,7,6,56,42.691,5829636,9
21763,882,814,10,14,11,8,8,8,4,56,51.084,5838029,7
21764,882,154,208,8,6,9,9,9,2,56,53.423,5840368,11
21765,882,807,15,11,10,10,10,10,1,56,56.598,5843543,12
21766,882,815,1,6,12,11,11,11,0,56,+1:03.860,5850805,14
21767,882,818,5,18,15,12,12,12,0,56,+1:12.604,5859549,8
21768,882,822,3,17,16,13,13,13,0,56,+1:33.861,5880806,3
21769,882,813,3,16,14,14,14,14,0,56,+1:35.453,5882398,13
21770,882,824,206,22,18,15,15,15,0,55,0,0,15
21771,882,819,207,20,20,16,16,16,0,55,0,0,17
21772,882,820,206,23,19,17,17,17,0,55,0,0,16
21773,882,823,207,21,21,18,18,18,0,55,0,0,18
21774,882,3,131,9,4,0,0,19,0,21,0,0,19
21775,882,17,9,2,22,0,0,20,0,15,0,0,20
21776,882,16,10,15,13,0,0,21,0,5,0,0,21
21777,882,821,15,12,17,0,0,22,0,4,0,0,22
21778,883,20,9,1,2,1,1,1,25,57,36:00.5,5760498,1
21779,883,8,208,7,8,2,2,2,18,57,9.111,5769609,8
21780,883,154,208,8,11,3,3,3,15,57,19.507,5780005,5
21781,883,814,10,14,5,4,4,4,12,57,21.727,5782225,12
21782,883,1,131,10,9,5,5,5,10,57,35.23,5795728,11
21783,883,815,1,6,12,6,6,6,8,57,35.998,5796496,7
21784,883,17,9,2,7,7,7,7,6,57,37.244,5797742,13
21785,883,4,6,3,3,8,8,8,4,57,37.574,5798072,3
21786,883,3,131,9,1,9,9,9,2,57,41.126,5801624,4
21787,883,18,1,5,10,10,10,10,1,57,46.631,5807129,6
21788,883,813,3,16,17,11,11,11,0,57,+1:06.450,5826948,17
21789,883,807,15,11,14,12,12,12,0,57,+1:12.933,5833431,15
21790,883,16,10,15,6,13,13,13,0,57,+1:16.719,5837217,2
21791,883,822,3,17,15,14,14,14,0,57,+1:21.511,5842009,9
21792,883,13,6,4,4,15,15,15,0,57,+1:26.364,5846862,16
21793,883,817,5,19,13,16,16,16,0,56,0,0,21
21794,883,819,207,20,18,17,17,17,0,56,0,0,20
21795,883,821,15,12,22,18,18,18,0,56,0,0,10
21796,883,824,206,22,19,19,19,19,0,56,0,0,14
21797,883,820,206,23,21,20,20,20,0,56,0,0,18
21798,883,823,207,21,20,21,21,21,0,55,0,0,19
21799,883,818,5,18,16,0,0,22,0,16,0,0,22
21800,884,4,6,3,5,1,1,1,25,66,39:16.6,5956596,5
21801,884,8,208,7,4,2,2,2,18,66,9.338,5965934,6
21802,884,13,6,4,9,3,3,3,15,66,26.049,5982645,2
21803,884,20,9,1,3,4,4,4,12,66,38.273,5994869,9
21804,884,17,9,2,7,5,5,5,10,66,47.963,6004559,8
21805,884,3,131,9,1,6,6,6,8,66,+1:08.020,6024616,11
21806,884,814,10,14,10,7,7,7,6,66,+1:08.988,6025584,7
21807,884,18,1,5,14,8,8,8,4,66,+1:19.506,6036102,14
21808,884,815,1,6,8,9,9,9,2,66,+1:21.738,6038334,10
21809,884,817,5,19,11,10,10,10,1,65,0,0,16
21810,884,821,15,12,19,11,11,11,0,65,0,0,1
21811,884,1,131,10,2,12,12,12,0,65,0,0,13
21812,884,16,10,15,13,13,13,13,0,65,0,0,3
21813,884,813,3,16,17,14,14,14,0,65,0,0,12
21814,884,807,15,11,15,15,15,15,0,65,0,0,4
21815,884,822,3,17,16,16,16,16,0,65,0,0,20
21816,884,819,207,20,22,17,17,17,0,65,0,0,19
21817,884,824,206,22,20,18,18,18,0,64,0,0,18
21818,884,820,206,23,21,19,19,19,0,64,0,0,15
21819,884,818,5,18,12,20,20,20,0,52,0,0,17
21820,884,823,207,21,18,21,21,21,0,21,0,0,21
21821,884,154,208,8,6,22,22,22,0,8,0,0,22
21822,885,3,131,9,1,1,1,1,25,78,17:52.1,8272056,6
21823,885,20,9,1,3,2,2,2,18,78,3.888,8275944,1
21824,885,17,9,2,4,3,3,3,15,78,6.314,8278370,4
21825,885,1,131,10,2,4,4,4,12,78,13.894,8285950,3
21826,885,16,10,15,8,5,5,5,10,78,21.477,8293533,5
21827,885,18,1,5,9,6,6,6,8,78,23.103,8295159,8
21828,885,4,6,3,6,7,7,7,6,78,26.734,8298790,12
21829,885,818,5,18,10,8,8,8,4,78,27.223,8299279,10
21830,885,814,10,14,17,9,9,9,2,78,27.608,8299664,11
21831,885,8,208,7,5,10,10,10,1,78,36.582,8308638,2
21832,885,807,15,11,11,11,11,11,0,78,42.572,8314628,15
21833,885,822,3,17,14,12,12,12,0,78,42.691,8314747,20
21834,885,821,15,12,19,13,13,13,0,78,43.212,8315268,7
21835,885,820,206,23,22,14,14,14,0,78,49.885,8321941,9
21836,885,823,207,21,15,15,15,15,0,78,+1:02.590,8334646,17
21837,885,815,1,6,7,16,16,16,0,72,0,0,14
21838,885,154,208,8,13,0,0,17,0,63,0,0,21
21839,885,817,5,19,12,0,0,18,0,61,0,0,13
21840,885,824,206,22,20,0,0,19,0,58,0,0,18
21841,885,813,3,16,16,0,0,20,0,44,0,0,19
21842,885,13,6,4,21,0,0,21,0,28,0,0,16
21843,885,819,207,20,18,0,0,22,0,7,0,0,22
21844,886,20,9,1,1,1,1,1,25,70,32:09.1,5529143,5
21845,886,4,6,3,6,2,2,2,18,70,14.408,5543551,2
21846,886,1,131,10,2,3,3,3,15,70,15.942,5545085,3
21847,886,17,9,2,5,4,4,4,12,70,25.731,5554874,1
21848,886,3,131,9,4,5,5,5,10,70,+1:09.725,5598868,4
21849,886,818,5,18,7,6,6,6,8,69,0,0,13
21850,886,814,10,14,17,7,7,7,6,69,0,0,12
21851,886,13,6,4,16,8,8,8,4,69,0,0,6
21852,886,8,208,7,10,9,9,9,2,69,0,0,11
21853,886,16,10,15,8,10,10,10,1,69,0,0,10
21854,886,815,1,6,12,11,11,11,0,69,0,0,7
21855,886,18,1,5,14,12,12,12,0,69,0,0,8
21856,886,154,208,8,22,13,13,13,0,69,0,0,9
21857,886,822,3,17,3,14,14,14,0,69,0,0,14
21858,886,817,5,19,11,15,15,15,0,68,0,0,16
21859,886,813,3,16,13,16,16,16,0,68,0,0,15
21860,886,824,206,22,19,17,17,17,0,68,0,0,17
21861,886,819,207,20,18,18,18,18,0,67,0,0,19
21862,886,820,206,23,20,19,19,19,0,67,0,0,21
21863,886,821,15,12,15,20,20,20,0,63,0,0,20
21864,886,807,15,11,9,0,0,21,0,45,0,0,18
21865,886,823,207,21,21,0,0,22,0,43,0,0,22
21866,887,3,131,9,2,1,1,1,25,52,32:59.5,5579456,2
21867,887,17,9,2,4,2,2,2,18,52,0.765,5580221,1
21868,887,4,6,3,9,3,3,3,15,52,7.124,5586580,3
21869,887,1,131,10,1,4,4,4,12,52,7.756,5587212,4
21870,887,8,208,7,8,5,5,5,10,52,11.257,5590713,8
21871,887,13,6,4,11,6,6,6,8,52,14.573,5594029,6
21872,887,16,10,15,6,7,7,7,6,52,16.335,5595791,12
21873,887,817,5,19,5,8,8,8,4,52,16.543,5595999,11
21874,887,814,10,14,21,9,9,9,2,52,17.943,5597399,7
21875,887,807,15,11,14,10,10,10,1,52,19.709,5599165,13
21876,887,813,3,16,15,11,11,11,0,52,21.135,5600591,10
21877,887,822,3,17,16,12,12,12,0,52,25.094,5604550,15
21878,887,18,1,5,10,13,13,13,0,52,25.969,5605425,16
21879,887,821,15,12,17,14,14,14,0,52,26.285,5605741,17
21880,887,819,207,20,18,15,15,15,0,52,31.613,5611069,18
21881,887,824,206,22,19,16,16,16,0,52,36.097,5615553,19
21882,887,820,206,23,20,17,17,17,0,52,+1:07.660,5647116,22
21883,887,823,207,21,22,18,18,18,0,52,+1:07.759,5647215,21
21884,887,154,208,8,7,19,19,19,0,51,0,0,9
21885,887,815,1,6,13,20,20,20,0,46,0,0,14
21886,887,20,9,1,3,0,0,21,0,41,0,0,5
21887,887,818,5,18,12,0,0,22,0,35,0,0,20
21888,888,20,9,1,2,1,1,1,25,60,41:14.7,6074711,5
21889,888,8,208,7,4,2,2,2,18,60,1.008,6075719,2
21890,888,154,208,8,5,3,3,3,15,60,5.83,6080541,10
21891,888,4,6,3,8,4,4,4,12,60,7.721,6082432,1
21892,888,1,131,10,1,5,5,5,10,60,26.927,6101638,4
21893,888,18,1,5,9,6,6,6,8,60,27.996,6102707,7
21894,888,17,9,2,3,7,7,7,6,60,37.562,6112273,11
21895,888,815,1,6,13,8,8,8,4,60,38.306,6113017,15
21896,888,3,131,9,11,9,9,9,2,60,46.821,6121532,6
21897,888,807,15,11,10,10,10,10,1,60,49.892,6124603,8
21898,888,814,10,14,12,11,11,11,0,60,53.771,6128482,16
21899,888,817,5,19,6,12,12,12,0,60,56.975,6131686,14
21900,888,16,10,15,15,13,13,13,0,60,57.738,6132449,13
21901,888,821,15,12,14,14,14,14,0,60,+1:00.160,6134871,12
21902,888,813,3,16,18,15,15,15,0,60,+1:01.929,6136640,9
21903,888,822,3,17,17,16,16,16,0,59,0,0,3
21904,888,819,207,20,22,17,17,17,0,59,0,0,17
21905,888,823,207,21,20,18,18,18,0,59,0,0,19
21906,888,820,206,23,21,19,19,19,0,59,0,0,18
21907,888,818,5,18,16,0,0,20,0,22,0,0,21
21908,888,824,206,22,19,0,0,21,0,21,0,0,22
21909,888,13,6,4,7,0,0,22,0,3,0,0,20
21910,890,1,131,10,1,1,1,1,25,70,42:29.4,6149445,3
21911,890,8,208,7,6,2,2,2,18,70,10.938,6160383,6
21912,890,20,9,1,2,3,3,3,15,70,12.459,6161904,2
21913,890,17,9,2,10,4,4,4,12,70,18.044,6167489,1
21914,890,4,6,3,5,5,5,5,10,70,31.411,6180856,8
21915,890,154,208,8,3,6,6,6,8,70,52.295,6201740,7
21916,890,18,1,5,13,7,7,7,6,70,53.819,6203264,11
21917,890,13,6,4,7,8,8,8,4,70,56.447,6205892,5
21918,890,815,1,6,9,9,9,9,2,69,0,0,10
21919,890,813,3,16,15,10,10,10,1,69,0,0,9
21920,890,807,15,11,12,11,11,11,0,69,0,0,14
21921,890,818,5,18,14,12,12,12,0,69,0,0,12
21922,890,817,5,19,8,13,13,13,0,69,0,0,15
21923,890,823,207,21,20,14,14,14,0,68,0,0,17
21924,890,819,207,20,19,15,15,15,0,68,0,0,18
21925,890,824,206,22,21,16,16,16,0,67,0,0,20
21926,890,820,206,23,22,17,17,17,0,67,0,0,19
21927,890,814,10,14,18,18,18,18,0,66,0,0,13
21928,890,3,131,9,4,19,19,19,0,64,0,0,4
21929,890,822,3,17,16,0,0,20,0,42,0,0,16
21930,890,821,15,12,17,0,0,21,0,28,0,0,22
21931,890,16,10,15,11,0,0,22,0,19,0,0,21
21932,891,20,9,1,2,1,1,1,25,44,23:42.2,5022196,1
21933,891,4,6,3,9,2,2,2,18,44,16.869,5039065,4
21934,891,1,131,10,1,3,3,3,15,44,27.734,5049930,7
21935,891,3,131,9,4,4,4,4,12,44,29.872,5052068,6
21936,891,17,9,2,3,5,5,5,10,44,33.845,5056041,5
21937,891,18,1,5,6,6,6,6,8,44,40.794,5062990,2
21938,891,13,6,4,10,7,7,7,6,44,53.922,5076118,9
21939,891,154,208,8,7,8,8,8,4,44,55.846,5078042,11
21940,891,16,10,15,12,9,9,9,2,44,+1:09.547,5091743,10
21941,891,817,5,19,19,10,10,10,1,44,+1:13.470,5095666,3
21942,891,815,1,6,13,11,11,11,0,44,+1:21.936,5104132,16
21943,891,818,5,18,18,12,12,12,0,44,+1:26.740,5108936,14
21944,891,807,15,11,11,13,13,13,0,44,+1:28.258,5110454,15
21945,891,821,15,12,21,14,14,14,0,44,+1:40.436,5122632,8
21946,891,822,3,17,20,15,15,15,0,44,+1:47.456,5129652,13
21947,891,823,207,21,14,16,16,16,0,43,0,0,18
21948,891,813,3,16,17,17,17,17,0,43,0,0,12
21949,891,824,206,22,15,18,18,18,0,43,0,0,20
21950,891,820,206,23,16,19,19,19,0,42,0,0,21
21951,891,814,10,14,5,0,0,20,0,26,0,0,19
21952,891,8,208,7,8,0,0,21,0,25,0,0,17
21953,891,819,207,20,22,0,0,22,0,8,0,0,22
21954,892,20,9,1,1,1,1,1,25,53,18:33.4,4713352,12
21955,892,4,6,3,5,2,2,2,18,53,5.467,4718819,5
21956,892,17,9,2,2,3,3,3,15,53,6.35,4719702,3
21957,892,13,6,4,4,4,4,4,12,53,9.361,4722713,10
21958,892,807,15,11,3,5,5,5,10,53,10.355,4723707,4
21959,892,3,131,9,6,6,6,6,8,53,10.999,4724351,2
21960,892,817,5,19,7,7,7,7,6,53,32.329,4745681,13
21961,892,154,208,8,13,8,8,8,4,53,33.13,4746482,8
21962,892,1,131,10,12,9,9,9,2,53,33.527,4746879,1
21963,892,18,1,5,9,10,10,10,1,53,38.327,4751679,16
21964,892,8,208,7,11,11,11,11,0,53,38.695,4752047,6
21965,892,815,1,6,8,12,12,12,0,53,39.765,4753117,15
21966,892,821,15,12,16,13,13,13,0,53,40.88,4754232,9
21967,892,813,3,16,14,14,14,14,0,53,49.085,4762437,7
21968,892,822,3,17,18,15,15,15,0,53,56.827,4770179,11
21969,892,16,10,15,17,16,16,16,0,52,0,0,14
21970,892,819,207,20,20,17,17,17,0,52,0,0,17
21971,892,823,207,21,19,18,18,18,0,52,0,0,18
21972,892,824,206,22,21,19,19,19,0,52,0,0,20
21973,892,820,206,23,22,20,20,20,0,52,0,0,19
21974,892,818,5,18,10,0,0,21,0,14,0,0,21
21975,892,814,10,14,15,0,0,22,0,0,0,0,0
21976,893,20,9,1,1,1,1,1,25,61,59:13.1,7153132,1
21977,893,4,6,3,7,2,2,2,18,61,32.627,7185759,11
21978,893,8,208,7,13,3,3,3,15,61,43.92,7197052,13
21979,893,3,131,9,2,4,4,4,12,61,51.155,7204287,6
21980,893,1,131,10,5,5,5,5,10,61,53.159,7206291,4
21981,893,13,6,4,6,6,6,6,8,61,+1:03.877,7217009,7
21982,893,18,1,5,8,7,7,7,6,61,+1:23.354,7236486,15
21983,893,815,1,6,14,8,8,8,4,61,+1:23.820,7236952,16
21984,893,807,15,11,11,9,9,9,2,61,+1:24.261,7237393,18
21985,893,16,10,15,15,10,10,10,1,61,+1:24.668,7237800,2
21986,893,813,3,16,18,11,11,11,0,61,+1:28.479,7241611,8
21987,893,821,15,12,10,12,12,12,0,61,+1:37.894,7251026,17
21988,893,822,3,17,16,13,13,13,0,61,+1:45.161,7258293,14
21989,893,818,5,18,12,14,14,14,0,61,+1:53.512,7266644,5
21990,893,17,9,2,4,15,15,15,0,60,0,0,3
21991,893,823,207,21,20,16,16,16,0,60,0,0,19
21992,893,820,206,23,22,17,17,17,0,60,0,0,21
21993,893,824,206,22,21,18,18,18,0,60,0,0,20
21994,893,819,207,20,19,19,19,19,0,60,0,0,10
21995,893,814,10,14,17,20,20,20,0,54,0,0,9
21996,893,154,208,8,3,0,0,21,0,37,0,0,12
21997,893,817,5,19,9,0,0,22,0,23,0,0,22
21998,894,20,9,1,1,1,1,1,25,55,43:13.7,6193701,1
21999,894,8,208,7,9,2,2,2,18,55,4.224,6197925,3
22000,894,154,208,8,3,3,3,3,15,55,4.927,6198628,2
22001,894,807,15,11,7,4,4,4,12,55,24.114,6217815,6
22002,894,1,131,10,2,5,5,5,10,55,25.255,6218956,5
22003,894,4,6,3,5,6,6,6,8,55,26.189,6219890,7
22004,894,3,131,9,4,7,7,7,6,55,26.698,6220399,4
22005,894,18,1,5,11,8,8,8,4,55,32.262,6225963,12
22006,894,13,6,4,6,9,9,9,2,55,34.39,6228091,10
22007,894,815,1,6,10,10,10,10,1,55,35.155,6228856,11
22008,894,821,15,12,8,11,11,11,0,55,35.99,6229691,8
22009,894,822,3,17,17,12,12,12,0,55,47.049,6240750,14
22010,894,813,3,16,18,13,13,13,0,55,50.013,6243714,17
22011,894,819,207,20,19,14,14,14,0,55,+1:03.578,6257279,19
22012,894,823,207,21,20,15,15,15,0,55,+1:04.501,6258202,18
22013,894,824,206,22,22,16,16,16,0,55,+1:07.970,6261671,20
22014,894,820,206,23,21,17,17,17,0,55,+1:12.898,6266599,21
22015,894,818,5,18,16,18,18,18,0,53,0,0,15
22016,894,817,5,19,12,19,19,19,0,52,0,0,9
22017,894,16,10,15,14,20,20,20,0,50,0,0,16
22018,894,17,9,2,13,0,0,21,0,36,0,0,13
22019,894,814,10,14,15,0,0,22,0,24,0,0,22
22020,895,20,9,1,2,1,1,1,25,53,26:49.3,5209301,4
22021,895,17,9,2,1,2,2,2,18,53,7.129,5216430,1
22022,895,154,208,8,4,3,3,3,15,53,9.91,5219211,10
22023,895,4,6,3,8,4,4,4,12,53,45.605,5254906,8
22024,895,8,208,7,9,5,5,5,10,53,47.325,5256626,5
22025,895,807,15,11,7,6,6,6,8,53,51.615,5260916,11
22026,895,821,15,12,14,7,7,7,6,53,+1:11.630,5280931,12
22027,895,3,131,9,6,8,8,8,4,53,+1:12.023,5281324,2
22028,895,18,1,5,10,9,9,9,2,53,+1:20.821,5290122,6
22029,895,13,6,4,5,10,10,10,1,53,+1:29.263,5298564,13
22030,895,814,10,14,12,11,11,11,0,53,+1:38.572,5307873,15
22031,895,818,5,18,17,12,12,12,0,52,0,0,9
22032,895,817,5,19,16,13,13,13,0,52,0,0,3
22033,895,16,10,15,22,14,14,14,0,52,0,0,14
22034,895,815,1,6,11,15,15,15,0,52,0,0,7
22035,895,813,3,16,15,16,16,16,0,52,0,0,16
22036,895,822,3,17,13,17,17,17,0,52,0,0,18
22037,895,819,207,20,20,18,18,18,0,52,0,0,17
22038,895,820,206,23,18,19,19,19,0,52,0,0,19
22039,895,1,131,10,3,0,0,20,0,7,0,0,20
22040,895,823,207,21,19,0,0,21,0,0,0,0,0
22041,895,824,206,22,21,0,0,22,0,0,0,0,0
22042,896,20,9,1,1,1,1,1,25,60,31:12.2,5472187,2
22043,896,3,131,9,2,2,2,2,18,60,29.823,5502010,9
22044,896,154,208,8,17,3,3,3,15,60,39.892,5512079,7
22045,896,13,6,4,5,4,4,4,12,60,41.692,5513879,11
22046,896,815,1,6,9,5,5,5,10,60,43.829,5516016,4
22047,896,1,131,10,3,6,6,6,8,60,52.475,5524662,15
22048,896,8,208,7,6,7,7,7,6,60,+1:07.988,5540175,1
22049,896,814,10,14,12,8,8,8,4,60,+1:12.868,5545055,17
22050,896,16,10,15,13,9,9,9,2,60,+1:14.734,5546921,3
22051,896,817,5,19,11,10,10,10,1,60,+1:16.237,5548424,10
22052,896,4,6,3,8,11,11,11,0,60,+1:18.297,5550484,6
22053,896,813,3,16,18,12,12,12,0,60,+1:18.951,5551138,14
22054,896,818,5,18,14,13,13,13,0,59,0,0,16
22055,896,18,1,5,10,14,14,14,0,59,0,0,8
22056,896,821,15,12,16,15,15,15,0,59,0,0,5
22057,896,822,3,17,15,16,16,16,0,59,0,0,12
22058,896,820,206,23,22,17,17,17,0,58,0,0,20
22059,896,824,206,22,19,18,18,18,0,58,0,0,19
22060,896,807,15,11,7,19,19,19,0,54,0,0,13
22061,896,17,9,2,4,0,0,20,0,39,0,0,18
22062,896,819,207,20,21,0,0,21,0,35,0,0,21
22063,896,823,207,21,20,0,0,22,0,1,0,0,0
22064,897,20,9,1,2,1,1,1,25,55,38:06.1,5886106,2
22065,897,17,9,2,1,2,2,2,18,55,30.829,5916935,5
22066,897,3,131,9,3,3,3,3,15,55,33.65,5919756,6
22067,897,154,208,8,6,4,4,4,12,55,34.802,5920908,3
22068,897,4,6,3,10,5,5,5,10,55,+1:07.181,5953287,1
22069,897,814,10,14,11,6,6,6,8,55,+1:18.174,5964280,14
22070,897,1,131,10,4,7,7,7,6,55,+1:19.267,5965373,10
22071,897,13,6,4,7,8,8,8,4,55,+1:22.886,5968992,9
22072,897,815,1,6,8,9,9,9,2,55,+1:31.198,5977304,8
22073,897,16,10,15,17,10,10,10,1,55,+1:33.257,5979363,13
22074,897,813,3,16,14,11,11,11,0,55,+1:35.989,5982095,11
22075,897,18,1,5,12,12,12,12,0,55,+1:43.767,5989873,17
22076,897,821,15,12,16,13,13,13,0,55,+1:44.295,5990401,15
22077,897,807,15,11,5,14,14,14,0,54,0,0,12
22078,897,822,3,17,15,15,15,15,0,54,0,0,4
22079,897,817,5,19,9,16,16,16,0,54,0,0,16
22080,897,818,5,18,13,17,17,17,0,54,0,0,7
22081,897,823,207,21,18,18,18,18,0,54,0,0,19
22082,897,819,207,20,19,19,19,19,0,54,0,0,18
22083,897,824,206,22,21,20,20,20,0,53,0,0,20
22084,897,820,206,23,20,21,21,21,0,53,0,0,21
22085,897,8,208,7,22,0,0,22,0,0,0,0,0
22086,898,20,9,1,1,1,1,1,25,56,39:17.1,5957148,1
22087,898,154,208,8,3,2,2,2,18,56,6.284,5963432,2
22088,898,17,9,2,2,3,3,3,15,56,8.396,5965544,4
22089,898,1,131,10,5,4,4,4,12,56,27.358,5984506,5
22090,898,4,6,3,6,5,5,5,10,56,29.592,5986740,10
